title,authors,average_rating,language_code,num_pages,ratings_count,publication_date,publisher,year
Rough Crossings: Britain  the Slaves and the American Revolution,Simon Schama,3.98,eng,496,747,4/25/2006,Ecco / HarperCollins,2006
Landscape and Memory,Simon Schama,4.17,eng,672,900,11/5/1996,Vintage,1996
The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age,Simon Schama,4.06,en-US,720,1783,12/8/1997,Vintage,1997
Citizens: A Chronicle of the French Revolution,Simon Schama,3.99,en-GB,825,90,8/5/2004,Penguin,2004
The Feelings Book: The Care & Keeping of Your Emotions,Lynda Madison,4.16,eng,104,782,9/1/2002,American Girl Publishing Inc,2002
A Smart Girl's Guide to Money: How to Make It  Save It  And Spend It,Nancy Holyoke,4.14,en-GB,95,536,3/1/2006,American Girl Publishing Inc,2006
What Would You Do? (American Girl Library),Patti Kelley Criswell,4.26,en-US,63,77,7/1/2004,American Girl Publishing Inc,2004
The Halloween Activity Book: Creepy  Crawly  Hairy  Scary Things to Do,Mymi Doinet,2.0,eng,32,1,8/1/2002,Chronicle Books,2002
The Capricorn Stone,Madeleine Brent,3.91,eng,346,574,5/12/1983,Fawcett,1983
Golden Urchin,Madeleine Brent,4.09,en-GB,384,66,11/12/1987,Fawcett,1987
The Ethics of Ambiguity,Simone de Beauvoir,4.15,eng,162,4114,6/1/2000,Citadel,2000
She Came to Stay,Simone de Beauvoir,3.91,en-GB,416,2040,10/9/1995,Flamingo,1995
The Coming of Age,Simone de Beauvoir,3.88,en-GB,592,227,6/17/1996,W. W. Norton  Company,1996
A Transatlantic Love Affair: Letters to Nelson Algren,Simone de Beauvoir,4.01,eng,560,235,9/1/1999,The New Press,1999
La force de l'âge,Simone de Beauvoir,4.15,fre,786,192,11/14/1986,Folio,1986
What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200 (What Life Was Like),Time-Life Books,3.85,eng,192,91,5/24/1999,Time Life Medical,1999
Sudden Fiction International: 60 Short-Short Stories,Robert Shapard,3.76,en-US,352,306,10/17/1989,W. W. Norton  Company,1989
Sudden Fiction: American Short-Short Stories,Robert Shapard,3.84,eng,264,476,12/31/1983,Gibbs Smith,1983
Sarah Bernhardt,Elizabeth Silverthorne,4.25,eng,136,4,1/1/2004,Chelsea House Publishers,2004
The Art of Controversy (The Essays of Arthur Schopenhauer),Thomas Bailey Saunders,3.85,eng,76,17,6/17/2004,Kessinger Publishing,2004
The Wisdom of Life,Arthur Schopenhauer,4.14,eng,96,1487,3/8/2004,Dover Publications,2004
For All Time (Time Travelers  #4),Caroline B. Cooney,3.9,eng,261,1618,7/8/2003,Laurel Leaf Library,2003
Wanted!,Caroline B. Cooney,3.69,en-US,230,1969,7/1/1997,Scholastic Paperbacks,1997
The Time Travelers: Volume One,Caroline B. Cooney,3.94,en-US,420,302,1/10/2006,Laurel Leaf,2006
The Stranger,Caroline B. Cooney,3.53,eng,198,55,11/1/1993,Scholastic,1993
Every Night Italian: Every Night Italian,Giuliano Hazan,3.79,eng,256,70,1/12/2000,Scribner,2000
More Classic Italian Cooking,Marcella Hazan,4.48,eng,465,64,7/12/1984,Ballantine Books,1984
Practice Makes Perfect: Italian Verb Tenses,Paola Nanni-Tate,4.0,eng,252,9,11/23/2005,McGraw-Hill Companies,2005
Effigies (Faye Longchamp  #3),Mary Anna Evans,4.03,eng,301,460,1/15/2007,Poisoned Pen Press,2007
The Cambridge Companion to Schopenhauer,Christopher Janaway,3.83,eng,494,23,1/20/2000,Cambridge University Press,2000
Stormie: A Story of Forgiveness and Healing,Stormie Omartian,4.4,eng,192,430,9/1/1997,Harvest House Publishers,1997
The Orion Mystery: Unlocking the Secrets of the Pyramids,Robert Bauval,3.94,eng,352,1123,8/22/1995,Three Rivers Press,1995
Orion (Orion  #1),Ben Bova,3.72,eng,432,1386,12/15/1992,Tor Science Fiction,1992
Lake Orion (Images of America: Michigan),James E. Ingram,4.5,eng,128,1,7/19/2006,Arcadia Publishing,2006
Rick Steves' Europe Through the Back Door,Rick Steves,4.24,eng,808,3569,9/12/2017,Avalon Travel,2017
A Dangerous Man (Hank Thompson  #3),Charlie Huston,4.07,eng,286,2735,9/19/2006,Ballantine Books,2006
Already Dead (Joe Pitt  #1),Charlie Huston,3.79,en-US,268,8447,12/27/2005,Del Rey,2005
Caught Stealing (Hank Thompson  #1),Charlie Huston,4.04,eng,240,4797,5/31/2005,Ballantine Books,2005
Ultimate Annuals  Volume 2,Charlie Huston,3.21,eng,160,105,2/7/2007,Marvel,2007
Dead I Well May Be (Dead Trilogy #1),Adrian McKinty,3.97,eng,384,2594,8/31/2004,Pocket Books,2004
The Dead Yard (Michael Forsythe #2),Adrian McKinty,4.12,eng,364,1506,12/26/2006,Pocket Books,2006
The Lighthouse Land (Lighthouse Trilogy #1),Adrian McKinty,3.6,eng,387,861,10/1/2006,Harry N. Abrams,2006
Spider Mountain (Cam Richter  #2),P.T. Deutermann,3.92,eng,309,461,12/26/2006,St. Martin's Press,2006
The Edge of Honor,P.T. Deutermann,3.97,eng,626,168,5/15/1995,St. Martin's Paperbacks,1995
The Firefly,P.T. Deutermann,3.77,eng,528,317,11/30/2004,St. Martin's Paperbacks,2004
Diary of a Spider,Doreen Cronin,4.25,en-US,40,8134,7/26/2005,HarperCollins,2005
The Snow Spider (Snow Spider Trilogy  #1),Jenny Nimmo,3.7,en-US,146,2762,9/1/2006,Orchard Books (NY),2006
Ultimate Spider-Man  Volume 16: Deadpool,Brian Michael Bendis,3.7,eng,184,1474,9/13/2006,Marvel,2006
Ultimate Spider-Man  Volume 7,Brian Michael Bendis,4.1,eng,344,272,10/4/2006,Marvel,2006
Fables: 1001 Nights of Snowfall,Bill Willingham,4.14,eng,140,13759,10/18/2006,Vertigo,2006
Cold Fire / Hideaway / The Key to Midnight,Dean Koontz,4.18,eng,784,19670,8/28/2000,Putnam Adult,2000
Fables  Vol. 8: Wolves,Bill Willingham,4.27,eng,160,18799,12/20/2006,Vertigo,2006
Fables  Vol. 4: March of the Wooden Soldiers,Bill Willingham,4.29,eng,231,26055,11/30/2004,Vertigo,2004
Fables  Vol. 1: Legends in Exile,Bill Willingham,3.97,eng,128,119292,12/31/2002,Vertigo,2002
Fables  Vol. 7: Arabian Nights (and Days),Bill Willingham,4.09,eng,143,15575,7/5/2006,Vertigo,2006
Fables  Vol. 6: Homelands,Bill Willingham,4.28,eng,190,21472,1/27/2006,Vertigo,2006
Fables  Vol. 3: Storybook Love,Bill Willingham,4.13,eng,190,32814,5/1/2004,Vertigo,2004
Fables  Vol. 5: The Mean Seasons,Bill Willingham,4.19,eng,166,20703,4/30/2005,Vertigo,2005
The Choice: A Fable of Free Trade and Protectionism,Russell Roberts,3.75,eng,132,350,9/1/2006,Pearson,2006
Brewer's Dictionary of Phrase and Fable,John Ayto,4.38,en-US,1326,40,8/15/2006,Collins Reference,2006
Jack of Fables  Vol. 1: The (Nearly) Great Escape,Bill Willingham,3.58,eng,128,4372,2/28/2007,Vertigo,2007
Math Fables,Greg Tang,4.03,eng,40,0,1/1/1949,Scholastic Inc.,1949
The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.04,eng,227,65444,4/11/2002,Jossey-Bass,2002
Aesop's Fables,Aesop,4.05,eng,306,97136,4/10/2003,Oxford University Press,2003
Icebound,David Axton,3.76,eng,0,46,3/6/2007,Random House Audio,2007
Odd Thomas (Odd Thomas #1),Dean Koontz,3.97,eng,11,106,12/9/2003,Random House Audio Publishing Group,2003
Seize the Night (Moonlight Bay  #2),Dean Koontz,4.08,eng,12,23534,12/29/1998,Random House Audio Publishing Group,1998
From the Corner of His Eye,Dean Koontz,4.03,en-US,0,29,12/26/2000,Random House Audio Publishing Group,2000
The Good Guy,Dean Koontz,3.82,eng,9,115,5/29/2007,Random House Audio Publishing Group,2007
Pompeii,Robert   Harris,3.82,eng,0,7,9/5/2006,Random House Audio,2006
3rd Degree,James Patterson,4.02,eng,7,76,3/1/2004,Hachette Audio,2004
2nd Chance (Women's Murder Club #2),James Patterson,4.04,eng,5,28,2/27/2006,Little  Brown & Company,2006
The Big Bad Wolf,James Patterson,3.99,eng,8,101,11/1/2003,Little  Brown & Company,2003
Pop Goes the Weasel,James Patterson,4.0,en-GB,460,49,11/13/2006,Little  Brown & Company,2006
The Winds of War (The Henry Family  #1),Herman Wouk,4.37,eng,896,47239,2/5/2002,Back Bay Books,2002
Hollywood Station (Hollywood Station  #1),Joseph Wambaugh,3.73,en-US,340,2104,1/3/2007,Little Brown and Company,2007
The Choirboys,Joseph Wambaugh,4.06,eng,368,4227,4/18/2002,Orion,2002
Fire Lover: A True Story,Joseph Wambaugh,3.72,eng,352,840,4/30/2002,William Morrow,2002
Floaters,Joseph Wambaugh,3.52,eng,291,567,3/3/1997,Bantam,1997
The New Centurions,Joseph Wambaugh,3.94,eng,368,2180,3/1/1987,Dell,1987
The Black Marble,Joseph Wambaugh,3.83,en-US,416,936,9/2/1998,Dell,1998
The Secrets of Harry Bright,Joseph Wambaugh,3.76,eng,307,605,5/7/1987,Sphere,1987
Lines and Shadows,Joseph Wambaugh,3.8,en-US,416,680,11/1/1995,Bantam,1995
Hollywood Tough (Shane Scully  #3),Stephen J. Cannell,3.86,eng,10,825,1/7/2003,Macmillan Audio,2003
Cold Hit (Shane Scully #5),Stephen J. Cannell,3.85,eng,11,15,8/1/2005,Macmillan Audio,2005
Trunk Music (Harry Bosch  #5; Harry Bosch Universe  #6),Michael Connelly,4.18,eng,13,126,11/28/2006,Brilliance Audio,2006
Angels Flight (Harry Bosch  #6),Michael Connelly,4.18,eng,9,106,7/25/2005,Brilliance Audio,2005
The Black Echo (Harry Bosch  #1; Harry Bosch Universe  #1),Michael Connelly,4.1,eng,12,209,11/25/2006,Brilliance Audio,2006
The Closers (Harry Bosch  #11; Harry Bosch Universe  #14),Michael Connelly,4.13,eng,12,198,5/1/2005,Hachette Audio,2005
Echo Park (Harry Bosch  #12; Harry Bosch Universe  #16),Michael Connelly,4.12,eng,11,174,10/9/2006,Little  Brown & Company,2006
The Poet (Jack McEvoy  #1; Harry Bosch Universe  #5),Michael Connelly,4.2,eng,15,115,6/25/2006,Brilliance Audio,2006
The Concrete Blonde (Harry Bosch  #3),Michael Connelly,4.16,en-US,12,132,5/25/2005,Brilliance Audio,2005
The Best American Mystery Stories 2003,Michael Connelly,3.6,eng,1,5,11/4/2003,Mariner Books,2003
Hundred-Dollar Baby (Spenser  #34),Robert B. Parker,3.82,eng,0,57,10/24/2006,Random House Audio,2006
The Spenser Collection: Volume I (Spenser  #27-28),Robert B. Parker,4.26,en-US,0,77,5/30/2006,RH Audio,2006
School Days (Spenser  #33),Robert B. Parker,3.87,en-US,0,24,9/27/2005,Random House Audio Publishing Group,2005
Potshot (Spenser  #28),Robert B. Parker,3.89,eng,0,2,4/1/2003,RH Audio Price-less,2003
Chance (Spenser  #23),Robert B. Parker,4.1,en-US,4,13,4/1/1996,Audio Literature,1996
The Accidental Time Machine,Joe Haldeman,3.7,eng,278,6572,8/7/2007,Ace,2007
A Separate War and Other Stories,Joe Haldeman,3.68,en-US,270,342,8/1/2006,Ace Books,2006
The Forever War (The Forever War  #1),Joe Haldeman,4.15,eng,278,108783,9/2/2003,Voyager,2003
Worlds Enough and Time (Worlds #3),Joe Haldeman,3.7,eng,332,336,5/1/1992,William Morrow & Company,1992
The Coming,Joe Haldeman,3.09,eng,278,690,11/1/2001,Ace,2001
Forever Peace (The Forever War  #2),Joe Haldeman,3.74,eng,351,16338,10/1/1998,Ace Books,1998
Dealing in Futures,Joe Haldeman,3.73,en-US,352,193,11/1/1993,Roc,1993
Study War No More: A Selection of Alternatives,Joe Haldeman,3.56,eng,323,97,10/1/1978,Avon,1978
Not of Woman Born,Constance Ash,3.82,eng,288,60,3/1/1999,Roc,1999
Worlds Apart (Worlds 2),Joe Haldeman,3.69,eng,227,485,6/28/1992,Avon Books (AvoNova),1992
Train_man  Volume 3 (Train_man),Hidenori Hara,3.94,eng,200,102,2/13/2007,VIZ Media LLC,2007
The Best American Mystery Stories 2004,Nelson DeMille,3.55,eng,0,3,10/14/2004,Mariner Books,2004
Mystic River,Dennis Lehane,4.18,eng,416,109447,2/1/2001,William Morrow Paperbacks,2001
Mystic River,Dennis Lehane,4.18,eng,401,44,3/5/2001,Bantam Press,2001
Coronado: Stories,Dennis Lehane,3.38,eng,240,2907,8/8/2006,William Morrow,2006
Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,4.09,eng,375,16329,5/2/2000,HarperTorch,2000
A Drink Before the War (Kenzie & Gennaro  #1),Dennis Lehane,3.95,eng,282,29089,9/15/2003,Mariner Books,2003
Shutter Island,Dennis Lehane,4.09,eng,369,134985,4/27/2004,HarperTorch,2004
The Best American Mystery Stories 2002,James Ellroy,3.58,eng,1,0,10/15/2002,Mariner Books,2002
The Black Dahlia (L.A. Quartet  #1),James Ellroy,3.75,eng,348,70771,8/16/2006,Mysterious Press,2006
The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,Donald H. Wolfe,3.84,en-US,448,635,9/5/2006,Harper Paperbacks,2006
Corroborating Evidence: The Black Dahlia Murder,William T. Rasmussen,3.39,eng,234,12,10/30/2005,Sunstone Press,2005
Childhood Shadows: The Hidden Story of the Black Dahlia Murder,Mary  Pacios,3.5,eng,292,50,12/19/1999,Authorhouse,1999
Triptych (Will Trent  #1),Karin Slaughter,4.13,eng,393,42325,8/15/2006,Delacorte Press,2006
Blindsighted (Grant County  #1),Karin Slaughter,4.09,eng,418,53996,10/1/2002,HarperTorch,2002
Kisscut (Grant County  #2),Karin Slaughter,4.09,eng,436,25675,9/30/2003,HarperTorch,2003
Beyond Reach (Grant County  #6),Karin Slaughter,4.19,eng,404,19136,7/31/2007,Delacorte Press,2007
A Faint Cold Fear (Grant County  #3),Karin Slaughter,4.08,eng,422,25119,7/27/2004,Harper,2004
Faithless (Grant County  #5),Karin Slaughter,4.12,en-US,549,21130,7/25/2006,Dell Publishing Company,2006
Like A Charm,Karin Slaughter,3.48,en-US,384,22,5/26/2015,William Morrow Paperbacks,2015
Like a Charm,Karin Slaughter,3.48,eng,384,1322,6/3/2004,Arrow,2004
The Enemy (Jack Reacher  #8),Lee Child,4.16,eng,14,178,5/11/2004,Brilliance Audio,2004
The Visitor (Jack Reacher  #4),Lee Child,4.09,eng,15,4,10/1/2004,Soundings,2004
Tripwire (Jack Reacher  #3),Lee Child,4.09,eng,3,16,7/8/1999,Nova Audio Books,1999
Killing Floor (Jack Reacher  #1),Lee Child,4.05,en-US,3,124,4/10/2004,Brilliance Audio,2004
Without Fail (Jack Reacher  #6),Lee Child,4.15,eng,14,64395,5/17/2002,Brilliance Audio,2002
The Enemy (Jack Reacher  #8),Lee Child,4.16,eng,14,4,5/11/2004,Brilliance Audio,2004
One Shot (Jack Reacher  #9),Lee Child,4.21,eng,12,138,6/14/2005,Brilliance Audio,2005
Bad Luck and Trouble (Jack Reacher  #11),Lee Child,4.18,eng,13,53,5/15/2007,Random House Audio,2007
The Enemy (Jack Reacher  #8),Lee Child,4.16,en-US,6,10,4/28/2007,Brilliance Audio,2007
The Visitor (Jack Reacher  #4),Lee Child,4.09,eng,14,7,5/1/2002,Soundings,2002
Echo Burning (Jack Reacher  #5),Lee Child,4.01,eng,5,40,2/28/2007,Brilliance Audio,2007
Tripwire (Jack Reacher  #3),Lee Child,4.09,en-US,14,3,11/25/2004,Brilliance Audio,2004
The Enemy (Jack Reacher  #8),Lee Child,4.16,eng,14,3,6/10/2004,Brilliance Audio,2004
Tripwire (Jack Reacher  #3),Lee Child,4.09,eng,14,11,11/25/2004,Brilliance Audio,2004
Tripwire (Jack Reacher  #3),Lee Child,4.09,eng,14,18,11/25/2004,Brilliance Audio,2004
The Enemy (Jack Reacher  #8),Lee Child,4.16,eng,14,1,6/10/2004,Brilliance Audio,2004
Blood on the Moon: The Assassination of Abraham Lincoln,Edward Steers Jr.,4.13,eng,360,497,10/1/2005,University Press of Kentucky,2005
The Blood of the Moon: Understanding the Historic Struggle Between Islam and Western Civilization,George Grant,3.69,eng,224,70,12/16/2001,Thomas Nelson,2001
Blood on the Moon (Lloyd Hopkins  #1),James Ellroy,3.44,eng,272,1612,5/10/2005,Vintage,2005
Blood Moon Over Bengal,Morag McKendrick Pippin,3.47,eng,337,20,10/1/2004,Leisure Books,2004
Blood Moon Over Britain,Morag McKendrick Pippin,3.44,eng,323,17,12/1/2005,Leisure Books,2005
The Silent Gondoliers,William Goldman,3.81,eng,128,1339,1/2/2001,Del Rey,2001
The Season: A Candid Look at Broadway,William Goldman,4.1,eng,448,291,7/1/2004,Limelight,2004
Heat,William Goldman,3.37,eng,244,242,9/1/1986,Warner Books (NY),1986
Tinsel,William Goldman,3.19,eng,399,258,6/15/1980,Dell,1980
William Goldman: Four Screenplays,William Goldman,4.29,en-US,504,17,5/1/2000,Applause Books,2000
The Princess Bride,William Goldman,4.26,eng,456,703676,7/15/2003,Ballantine Books,2003
Hype and Glory,William Goldman,3.67,eng,306,129,3/13/1991,Villard,1991
La princesa prometida,William Goldman,4.26,spa,480,39,6/14/2005,Planeta Publishing,2005
Boys and Girls Together,William Goldman,3.67,eng,768,753,7/31/2001,Ballantine Books,2001
Wait Till Next Year: The Story of a Season When What Should've Happened Didn't  and What Could've Gone Wrong Did,William Goldman,3.94,en-US,363,90,11/1/1988,Bantam,1988
The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,4.26,eng,283,460,9/1/1973,Harcourt  Brace  Jovanovich,1973
Creepers,David Morrell,3.66,en-CA,388,4513,9/26/2005,CDS Books,2005
The Totem,David Morrell,3.58,eng,448,1152,4/1/2003,Grand Central Publishing,2003
The League of Night and Fog (Mortalis  #3),David Morrell,4.1,eng,448,2564,4/1/2003,Grand Central Publishing,2003
Scavenger (Frank Balenger  #2),David Morrell,3.6,eng,368,1760,3/13/2007,Vanguard Press,2007
The Fraternity of the Stone (Mortalis  #2),David Morrell,4.16,eng,448,2646,7/16/1992,Headline,1992
The Brotherhood of the Rose (Mortalis  #1),David Morrell,4.14,eng,416,5422,7/16/1992,Headline Book Publishing,1992
The Protector (Cavanaugh #1),David Morrell,3.94,eng,401,2222,5/19/2003,Warner Books (NY),2003
Assumed Identity,David Morrell,3.78,eng,512,1118,9/1/1994,Vision,1994
Double Image,David Morrell,3.55,fre,510,3,4/10/2002,Le Livre de Poche,2002
La Cinquième profession,David Morrell,3.99,fre,539,9,6/1/1992,Le Livre de Poche,1992
The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell,4.25,eng,6,16,7/25/2006,HarperAudio,2006
The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell,4.25,en-GB,13,48,2/1/2005,Audiogo,2005
The Last Kingdom (The Saxon Stories  #1),Bernard Cornwell,4.25,eng,6,39,1/25/2005,HarperAudio,2005
Time To Hunt (Bob Lee Swagger  #3),Stephen Hunter,4.26,eng,0,11,5/18/1998,Random House Audio,1998
Black Light (Bob Lee Swagger  #2),Stephen Hunter,4.13,en-US,4,17,5/1/1996,Random House Audio Publishing Group,1996
The Day Before Midnight,Stephen Hunter,4.01,eng,0,1,12/1/1989,Random House Audio,1989
Hot Springs (Earl Swagger  #1),Stephen Hunter,4.13,eng,0,3,6/1/2000,Simon & Schuster Audio,2000
Point Of Impact (Bob Lee Swagger  #1),Stephen Hunter,4.27,eng,0,15,1/9/2007,RH Audio,2007
Dirty White Boys,Stephen Hunter,4.05,eng,0,1,5/1/2006,Hachette Audio,2006
Bevor es Nacht wird. Ein Leben in Havanna,Reinaldo Arenas,4.17,ger,400,16,7/1/2002,dtv,2002
The Book of the Dead  (Pendergast  #7; Diogenes  #3),Douglas Preston,4.13,eng,0,112,5/30/2006,Grand Central Publishing,2006
Relic (Pendergast #1),Douglas Preston,4.02,eng,473,152,2/25/2007,Brilliance Audio,2007
The Wheel of Darkness (Pendergast  #8),Douglas Preston,3.93,en-US,0,41,8/28/2007,Grand Central Publishing,2007
Tyrannosaur Canyon,Douglas Preston,3.8,eng,12,79,8/23/2005,MacMillan Audio,2005
Waterworks,E.L. Doctorow,3.44,eng,0,16,5/31/1994,Random House Audio,1994
The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,Erik Larson,3.99,eng,447,421575,2/11/2003,Random House Audio Publishing Group,2003
King Icahn,Mark      Stevens,3.97,eng,336,35,6/1/1993,Dutton Books,1993
The Sicilian,Mario Puzo,3.97,eng,416,16557,5/1/2001,Ballantine Books,2001
The Dark Arena,Mario Puzo,3.35,eng,288,1554,5/1/2001,Ballantine Books,2001
Omerta,Mario Puzo,3.71,eng,369,12374,5/1/2001,Ballantine Books,2001
Fools Die,Mario Puzo,3.72,eng,544,5197,10/1/1979,Signet,1979
The Godfather,Mario Puzo,4.37,eng,448,180,10/4/2005,New American Library,2005
The Fortunate Pilgrim,Mario Puzo,3.83,eng,304,3232,9/28/2004,Ballantine Books,2004
On the Road to Perdition — Oasis  Sanctuary  and Detour — (Road to Perdition  #2),Max Allan Collins,3.66,eng,294,168,12/1/2004,DC Comics,2004
Oasis (On the Road to Perdition  #1),Max Allan Collins,3.55,eng,96,76,5/1/2003,DC Comics,2003
Double Dealer (CSI: Crime Scene Investigation  #1),Max Allan Collins,3.67,en-US,320,1029,4/1/2003,Pocket Books,2003
The London Blitz Murders (Disaster Series  #5),Max Allan Collins,3.72,eng,272,209,5/4/2004,Berkley,2004
The Last Quarry (Quarry #7),Max Allan Collins,3.93,eng,201,673,8/1/2006,Hard Crime Case,2006
Snake Eyes (CSI: Crime Scene Investigation  #8),Max Allan Collins,3.77,en-US,288,457,9/1/2006,Pocket Star,2006
A Killing in Comics (Jack & Maggie Starr  #1),Max Allan Collins,3.65,eng,272,151,5/1/2007,Berkley Trade,2007
The War of the Worlds Murder (Disaster Series  #6),Max Allan Collins,3.71,eng,256,196,7/5/2005,Berkley,2005
From a Buick 8,Stephen King,3.45,eng,356,53587,9/24/2002,Scribner,2002
The Michael Crichton Collection: Jurassic Park / The Lost World / The Andromeda Strain,Michael Crichton,4.29,eng,0,107,6/9/2000,Random House Audio,2000
Jurassic Park,Michael Crichton,4.02,en-US,400,27,6/23/1997,Ballantine Books,1997
Binary,John Lange,3.53,eng,213,94,12/31/1972,Alfred A. Knopf,1972
Un train d'or pour la Crimée,Michael Crichton,3.86,fre,342,16,1/13/1999,Pocket,1999
The Voices of Morebath: Reformation and Rebellion in an English Village,Eamon Duffy,3.69,eng,232,361,8/11/2003,Yale University Press,2003
Imperial Life in the Emerald City: Inside Iraq's Green Zone,Rajiv Chandrasekaran,4.02,eng,320,4545,9/19/2006,Knopf,2006
